sample_index,time_ns,src,dst,current_node,selected_route_type,decision_reason,br_max_color,sbr_max_color,matched_top_segments,br_path,sbr_path,selected_path
7990,100000000,18,773,18,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,18->17->57->56->55->95->135->175,18->58->57->56->55->95->135->175,18->17->57->56->55->95->135->175
8014,100000000,18,788,18,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,18->17->57->56->55->95->135->175->215,18->58->57->56->55->95->135->175->215,18->17->57->56->55->95->135->175->215
8054,100000000,18,812,18,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,18->17->57->56->55->95->135->175->174->214,18->58->57->56->55->95->135->175->174->214,18->17->57->56->55->95->135->175->174->214
8096,100000000,19,740,19,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,19->18->17->57->56->55->95->135->175->174->214,19->59->58->57->56->55->95->135->175->174->214,19->18->17->57->56->55->95->135->175->174->214
8110,100000000,19,751,19,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,19->18->17->57->56->55->95->135->175->215,19->59->58->57->56->55->95->135->175->215,19->18->17->57->56->55->95->135->175->215
8141,100000000,19,773,19,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,19->18->17->57->56->55->95->135->175,19->59->58->57->56->55->95->135->175,19->18->17->57->56->55->95->135->175
8164,100000000,19,788,19,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,19->18->17->57->56->55->95->135->175->215,19->59->58->57->56->55->95->135->175->215,19->18->17->57->56->55->95->135->175->215
8205,100000000,19,812,19,BR,br_green,GREEN,GREEN,135->175;55->95;95->135,19->18->17->57->56->55->95->135->175->174->214,19->59->58->57->56->55->95->135->175->174->214,19->18->17->57->56->55->95->135->175->174->214
11775,200000000,10,735,10,BR,br_green,GREEN,GREEN,96->136,10->50->90->91->92->93->94->95->96->136,10->11->51->91->92->93->94->95->96->136,10->50->90->91->92->93->94->95->96->136
11812,200000000,10,760,10,BR,br_green,GREEN,GREEN,96->136,10->50->90->91->92->93->94->95->96->136,10->11->51->91->92->93->94->95->96->136,10->50->90->91->92->93->94->95->96->136
11813,200000000,10,761,10,BR,br_green,GREEN,GREEN,96->136,10->50->90->91->92->93->94->95->96->136,10->11->51->91->92->93->94->95->96->136,10->50->90->91->92->93->94->95->96->136
11830,200000000,10,775,10,BR,br_green,GREEN,GREEN,96->136,10->50->90->91->92->93->94->95->96->136,10->11->51->91->92->93->94->95->96->136,10->50->90->91->92->93->94->95->96->136
11877,200000000,10,807,10,BR,br_green,GREEN,GREEN,96->136,10->50->90->91->92->93->94->95->96->136,10->11->51->91->92->93->94->95->96->136,10->50->90->91->92->93->94->95->96->136
11920,200000000,11,735,11,BR,br_green,GREEN,GREEN,96->136,11->51->91->92->93->94->95->96->136,11->12->52->92->93->94->95->96->136,11->51->91->92->93->94->95->96->136
11957,200000000,11,760,11,BR,br_green,GREEN,GREEN,96->136,11->51->91->92->93->94->95->96->136,11->12->52->92->93->94->95->96->136,11->51->91->92->93->94->95->96->136
11958,200000000,11,761,11,BR,br_green,GREEN,GREEN,96->136,11->51->91->92->93->94->95->96->136,11->12->52->92->93->94->95->96->136,11->51->91->92->93->94->95->96->136
11975,200000000,11,775,11,BR,br_green,GREEN,GREEN,96->136,11->51->91->92->93->94->95->96->136,11->12->52->92->93->94->95->96->136,11->51->91->92->93->94->95->96->136
12026,200000000,11,807,11,BR,br_green,GREEN,GREEN,96->136,11->51->91->92->93->94->95->96->136,11->12->52->92->93->94->95->96->136,11->51->91->92->93->94->95->96->136
12066,200000000,12,735,12,BR,br_green,GREEN,GREEN,96->136,12->52->92->93->94->95->96->136,12->13->53->54->94->95->96->136,12->52->92->93->94->95->96->136
12100,200000000,12,760,12,BR,br_green,GREEN,GREEN,96->136,12->52->92->93->94->95->96->136,12->13->53->54->94->95->96->136,12->52->92->93->94->95->96->136
12101,200000000,12,761,12,BR,br_green,GREEN,GREEN,96->136,12->52->92->93->94->95->96->136,12->13->53->54->94->95->96->136,12->52->92->93->94->95->96->136
12116,200000000,12,775,12,BR,br_green,GREEN,GREEN,96->136,12->52->92->93->94->95->96->136,12->13->53->54->94->95->96->136,12->52->92->93->94->95->96->136
12162,200000000,12,807,12,BR,br_green,GREEN,GREEN,96->136,12->52->92->93->94->95->96->136,12->13->53->54->94->95->96->136,12->52->92->93->94->95->96->136
12204,200000000,13,735,13,BR,br_green,GREEN,GREEN,96->136,13->53->54->94->95->96->136,13->14->54->94->95->96->136,13->53->54->94->95->96->136
12243,200000000,13,760,13,BR,br_green,GREEN,GREEN,96->136,13->53->54->94->95->96->136,13->14->54->94->95->96->136,13->53->54->94->95->96->136
12244,200000000,13,761,13,BR,br_green,GREEN,GREEN,96->136,13->53->54->94->95->96->136,13->14->54->94->95->96->136,13->53->54->94->95->96->136
12262,200000000,13,775,13,BR,br_green,GREEN,GREEN,96->136,13->53->54->94->95->96->136,13->14->54->94->95->96->136,13->53->54->94->95->96->136
12314,200000000,13,807,13,BR,br_green,GREEN,GREEN,96->136,13->53->54->94->95->96->136,13->14->54->94->95->96->136,13->53->54->94->95->96->136
12362,200000000,14,735,14,BR,br_green,GREEN,GREEN,96->136,14->54->94->95->96->136,14->15->16->56->96->136,14->54->94->95->96->136
12397,200000000,14,760,14,BR,br_green,GREEN,GREEN,96->136,14->54->94->95->96->136,14->15->16->56->96->136,14->54->94->95->96->136
12398,200000000,14,761,14,BR,br_green,GREEN,GREEN,96->136,14->54->94->95->96->136,14->15->16->56->96->136,14->54->94->95->96->136
12415,200000000,14,775,14,BR,br_green,GREEN,GREEN,96->136,14->54->94->95->96->136,14->15->16->56->96->136,14->54->94->95->96->136
12468,200000000,14,807,14,BR,br_green,GREEN,GREEN,96->136,14->54->94->95->96->136,14->15->16->56->96->136,14->54->94->95->96->136
