scenario,Baseline,Queue-aware,LoHi,LHTR
H40,0.8399902604843021,0.998620235276144,0.9265907875639752,0.9989257887098006
H60,0.6429210351772859,0.9847084380457468,0.7547569353592269,0.9796548597715696
H80,0.5171897605345187,0.9600685491047998,0.5975364309739724,0.8868255192526231
H90,0.3401647576595384,0.8264627884669639,0.4052113073407437,0.6054155616994865
H100+,0.2841771590707572,0.7397783294910445,0.3362706153573329,0.5051640361766271
