scenario_id,algorithm,traffic_light_scoring_mode,br_selected_count,sbr_selected_count,sbr_selection_ratio,fallback_count,no_route_count,yellow_count,red_count,green_count,sbr_due_to_yellow_count,sbr_due_to_red_count,fallback_due_to_no_sbr_count,fallback_due_to_stretch_count,no_admissible_sbr_count,avg_yellow_links,avg_red_links,max_yellow_links,max_red_links,top_decision_reasons,fstate_exact_match_ratio,path_replay_success_ratio,focus_754_to_785_pdr,focus_785_to_754_pdr,interpretation
H80,algorithm_lhtr,categorical,79369810,92289,0.0011614216231564686,0,0,161229,33077,79267793,77589,14670,19693750,1738556,21432306,32.431666666666665,12.286666666666667,60.0,25.0,br_green:72.910%;no_alternative_candidate:24.784%;sbr_stretch_too_high:2.188%;sbr_due_to_yellow:0.098%;sbr_due_to_red:0.018%,0.999175297287136,0.999949290060852,0.8949491814725735,0.9636899681899294,LHTR mostly kept BR routes and used SBR sparingly; traffic-light state reduced severe queue buildup without forcing long detours.
