scenario_id,algorithm,requested_queue_source,effective_queue_source,fallback_policy,loop_guard_mode,commodity_mode,is_restricted_route_backpressure,is_full_multi_commodity,total_decisions,fallback_decisions,fallback_ratio,positive_pressure_decisions,positive_pressure_ratio,fallback_no_positive_pressure_after_guard_count,candidate_filter_ratio,forward_progress_success_ratio,queue_file_exists_ratio,node_count_with_queue_mean,interface_count_with_queue_mean,loop_detected_ratio,reached_destination_ratio,avg_path_stretch,p95_path_stretch,path_fallback_count_mean,path_positive_pressure_count_mean,two_hop_ping_pong_decisions,path_replay_success_ratio,focus_754_to_785_pdr,focus_785_to_754_pdr,interpretation
H80,algorithm_backpressure_over_isls,node_total_bytes,node_total_queue_bytes,shortest_path,forward_progress_hop,destination_proxy,true,false,43200000,41370317,0.9576462268518519,1741087,0.040302939814814816,41370317,0.5227762473242579,0.47722375267574213,0.9983333333333333,45.08833333333333,63.458333333333336,0.0,1.0,1.0028070175438597,1.0526315789473684,12.261666666666667,4.038333333333333,11758,1.0,0.1681278609667158,0.7196834510047327,"Loop guard removed path loops, but most decisions fell back to shortest_path because no positive pressure candidate survived the forward-progress guard."
