algorithm,algorithm_label,direction,mean_propagation_only_rtt_ms,median_propagation_only_rtt_ms,p95_propagation_only_rtt_ms,mean_queue_aware_rtt_ms,median_queue_aware_rtt_ms,p95_queue_aware_rtt_ms,mean_forward_queue_delay_ms,mean_reverse_queue_delay_ms,max_queue_aware_rtt_ms,valid_sample_count,missing_sample_count
algorithm_lhtr,LHTR,754_to_785,169.68104838844403,167.5081195353502,188.7243663843412,234.30902498052654,221.26637987593153,310.34502648987797,8.816559036144579,11.831933907056797,489.54283747849877,581,0
algorithm_lhtr,LHTR,785_to_754,169.68104838844403,167.5081195353502,188.7243663843412,234.30902498052654,221.26637987593153,310.34502648987797,11.831933907056797,8.816559036144579,489.5428374784987,581,0
algorithm_backpressure_over_isls,Backpressure,754_to_785,154.2295120887883,153.3174695652046,159.3167669519053,1230.0295506430052,1230.1299318137721,1488.6759902258048,925.699403786575,110.63199449225473,1756.830870949552,581,0
algorithm_backpressure_over_isls,Backpressure,785_to_754,154.2295120887883,153.3174695652046,159.3167669519053,1230.0295506430052,1230.1299318137721,1488.6759902258048,110.63199449225473,925.699403786575,1756.830870949552,581,0
