setting_id,run_folder,load_level,background_flow_count,per_flow_rate_mbps,total_offered_rate_mbps,configured_total_offered_rate_mbps,focus_src,focus_dst,duration_s,traffic_stop_s,isl_capacity_mbps,gsl_capacity_mbps,directed_isl_link_count,total_directed_isl_capacity_mbps,reference_path_mode,reference_total_isl_hop_demand,reference_total_isl_hop_demand_unit,reference_average_isl_hop_count,offered_isl_resource_load_percent,initial_snapshot_reference_path_mode,initial_reference_total_isl_hop_demand,initial_offered_isl_resource_load_percent,reference_active_directed_isl_link_count,reference_active_capacity_load_percent,peak_reference_link_offered_rate_mbps,peak_reference_link_offered_load_percent,traffic_load_label,queue_aware_reference_label_if_available,reference_replay_success_ratio,confidence,algorithms_available,files_available,baseline_improvement_space_flag,notes,observed_pressure_condition,gsl_bottleneck_flag,safe_for_isl_focused_experiment,global_offered_isl_load_percent,global_traffic_load_label,reference_active_capacity_mbps,hotspot_reference_load_percent,hotspot_traffic_load_label,global_denominator_scope,hotspot_denominator_scope,target_corridor_directed_edge_count,target_corridor_capacity_mbps,target_corridor_total_hop_demand_mbps_hops,target_corridor_offered_load_percent,target_corridor_active_directed_edge_count,peak_target_corridor_link_offered_rate_mbps,peak_target_corridor_link_offered_load_percent,target_corridor_reference_replay_success_ratio,target_corridor_metric_source,all_isl_p95,active_isl_p95,target_corridor_p95,target_corridor_max,links_over_80pct,links_over_90pct,links_over_100pct,isl_samples_at_capacity,queue_aware_pdr,baseline_pdr,pdr_role,hotspot_metric_caveat
"load=1.6,bg=32",run_core_isl_hotspot_specific_src754_dst785_load_1p6x_bg_flow_count_32_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,1.600000000,32,2.666667000,90.666666668,90.666666667,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1072.666666680,Mbps*ISL-hop,11.830882353,3.724537037,baseline_shortest_path_fixed_t0,1072.000000013,3.722222222,136,78.872549021,29.333333334,293.333333337,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,3.724537037,Low,1360.000000000,78.872549021,Hotspot-High,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,725.333333342,145.066666668,48,29.333333334,293.333333337,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.334956000,0.442981000,0.554636000,0.675052000,0,0,0,2341,0.950555813,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=1.8,bg=24",run_core_isl_hotspot_specific_src754_dst785_load_1p8x_bg_flow_count_24_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,1.800000000,24,3.000000000,78.000000000,78.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,954.750000000,Mbps*ISL-hop,12.240384615,3.315104167,baseline_shortest_path_fixed_t0,954.000000000,3.312500000,112,85.245535714,24.000000000,240.000000000,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Localized congestion,false,true,3.315104167,Low,1120.000000000,85.245535714,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,678.000000000,135.600000000,48,24.000000000,240.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.299198000,0.414552000,0.510171000,0.729648000,0,0,0,891,0.977903846,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=1.6,bg=40",run_core_isl_hotspot_specific_src754_dst785_load_1p6x_bg_flow_count_40_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,1.600000000,40,2.666667000,112.000000001,112.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1211.333333348,Mbps*ISL-hop,10.815476190,4.206018519,baseline_shortest_path_fixed_t0,1216.000000015,4.222222222,140,86.523809525,40.000000001,400.000000005,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,4.206018519,Low,1400.000000000,86.523809525,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,834.666666677,166.933333335,48,40.000000001,400.000000005,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.365286000,0.458077000,0.580372000,0.745260000,0,0,0,4385,0.918782474,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=1.8,bg=32",run_core_isl_hotspot_specific_src754_dst785_load_1p8x_bg_flow_count_32_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,1.800000000,32,3.000000000,102.000000000,102.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1206.750000000,Mbps*ISL-hop,11.830882353,4.190104167,baseline_shortest_path_fixed_t0,1206.000000000,4.187500000,136,88.731617647,33.000000000,330.000000000,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,4.190104167,Low,1360.000000000,88.731617647,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,816.000000000,163.200000000,48,33.000000000,330.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.352913000,0.449727000,0.567118000,0.717497000,0,0,0,3255,0.933367647,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.2,bg=48",run_core_isl_hotspot_specific_src754_dst785_load_2p2x_bg_flow_count_48_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.200000000,48,3.666667000,183.333333335,183.333333333,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2024.000000018,Mbps*ISL-hop,11.040000000,7.027777778,baseline_shortest_path_fixed_t0,2024.000000018,7.027777778,222,91.171171172,62.333333334,623.333333339,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,7.027777778,Low,2220.000000000,91.171171172,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1217.333333344,243.466666669,48,62.333333334,623.333333339,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.478236000,0.518713000,0.665191000,0.817770000,3,0,0,13932,0.832711656,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.0,bg=24",run_core_isl_hotspot_specific_src754_dst785_load_2x_bg_flow_count_24_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.000000000,24,3.333333000,86.666666666,86.666666667,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1060.833333323,Mbps*ISL-hop,12.240384615,3.683449074,baseline_shortest_path_fixed_t0,1059.999999989,3.680555556,112,94.717261904,26.666666666,266.666666664,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,3.683449074,Low,1120.000000000,94.717261904,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,753.333333326,150.666666665,48,26.666666666,266.666666664,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.326439000,0.439785000,0.576145000,0.696927000,0,0,0,2082,0.951659227,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=1.8,bg=40",run_core_isl_hotspot_specific_src754_dst785_load_1p8x_bg_flow_count_40_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,1.800000000,40,3.000000000,126.000000000,126.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1362.750000000,Mbps*ISL-hop,10.815476190,4.731770833,baseline_shortest_path_fixed_t0,1368.000000000,4.750000000,140,97.339285714,45.000000000,450.000000000,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,4.731770833,Low,1400.000000000,97.339285714,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,939.000000000,187.800000000,48,45.000000000,450.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.398931000,0.478236000,0.604171000,0.789549000,0,0,0,6133,0.904750000,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.0,bg=32",run_core_isl_hotspot_specific_src754_dst785_load_2x_bg_flow_count_32_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.000000000,32,3.333333000,113.333333332,113.333333333,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1340.833333320,Mbps*ISL-hop,11.830882353,4.655671296,baseline_shortest_path_fixed_t0,1339.999999987,4.652777778,136,98.590686274,36.666666666,366.666666663,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,4.655671296,Low,1360.000000000,98.590686274,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,906.666666658,181.333333332,48,36.666666666,366.666666663,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.380907000,0.469825000,0.586380000,0.754481000,0,0,0,4832,0.904818608,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.4,bg=48",run_core_isl_hotspot_specific_src754_dst785_load_2p4x_bg_flow_count_48_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.400000000,48,4.000000000,200.000000000,200.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2208.000000000,Mbps*ISL-hop,11.040000000,7.666666667,baseline_shortest_path_fixed_t0,2208.000000000,7.666666667,222,99.459459459,68.000000000,680.000000000,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,7.666666667,Low,2220.000000000,99.459459459,Hotspot-Severe,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1328.000000000,265.600000000,48,68.000000000,680.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.489376000,0.521494000,0.656119000,0.779278000,6,0,0,16972,0.797262842,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.6,bg=48",run_core_isl_hotspot_specific_src754_dst785_load_2p6x_bg_flow_count_48_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.600000000,48,4.333333000,216.666666665,216.666666667,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2391.999999982,Mbps*ISL-hop,11.040000000,8.305555555,baseline_shortest_path_fixed_t0,2391.999999982,8.305555555,222,107.747747747,73.666666666,736.666666661,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,8.305555555,Low,2220.000000000,107.747747747,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1438.666666656,287.733333331,48,73.666666666,736.666666661,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.506262000,0.531371000,0.683756000,0.812596000,6,0,0,22528,0.760657667,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.0,bg=40",run_core_isl_hotspot_specific_src754_dst785_load_2x_bg_flow_count_40_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.000000000,40,3.333333000,139.999999999,140.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1514.166666652,Mbps*ISL-hop,10.815476190,5.257523148,baseline_shortest_path_fixed_t0,1519.999999985,5.277777778,140,108.154761904,49.999999999,499.999999995,Low,Moderate,1.000000000,high,algorithm_free_one_only_over_isls;algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,5.257523148,Low,1400.000000000,108.154761904,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1043.333333323,208.666666665,48,49.999999999,499.999999995,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.424272000,0.502334000,0.606904000,0.742299000,0,0,0,9167,0.856061093,0.391727181,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.2,bg=32",run_core_isl_hotspot_specific_src754_dst785_load_2p2x_bg_flow_count_32_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.200000000,32,3.666667000,124.666666668,124.666666667,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1474.916666680,Mbps*ISL-hop,11.830882353,5.121238426,baseline_shortest_path_fixed_t0,1474.000000013,5.118055556,136,108.449754903,40.333333334,403.333333337,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,5.121238426,Low,1360.000000000,108.449754903,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,997.333333342,199.466666668,48,40.333333334,403.333333337,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.400307000,0.481649000,0.614387000,0.750031000,1,0,0,7263,0.872320462,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.8,bg=48",run_core_isl_hotspot_specific_src754_dst785_load_2p8x_bg_flow_count_48_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.800000000,48,4.666667000,233.333333335,233.333333333,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2576.000000018,Mbps*ISL-hop,11.040000000,8.944444445,baseline_shortest_path_fixed_t0,2576.000000018,8.944444445,222,116.036036037,79.333333334,793.333333339,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Overloaded,false,true,8.944444445,Low,2220.000000000,116.036036037,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1549.333333344,309.866666669,48,79.333333334,793.333333339,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.514242000,0.530091000,0.704990000,0.912374000,15,1,0,25719,0.741831620,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.4,bg=32",run_core_isl_hotspot_specific_src754_dst785_load_2p4x_bg_flow_count_32_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.400000000,32,4.000000000,136.000000000,136.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1609.000000000,Mbps*ISL-hop,11.830882353,5.586805556,baseline_shortest_path_fixed_t0,1608.000000000,5.583333333,136,118.308823529,44.000000000,440.000000000,Low,Light,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,5.586805556,Low,1360.000000000,118.308823529,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1088.000000000,217.600000000,48,44.000000000,440.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.420812000,0.491470000,0.617762000,0.750668000,0,0,0,8226,0.855643045,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.2,bg=40",run_core_isl_hotspot_specific_src754_dst785_load_2p2x_bg_flow_count_40_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.200000000,40,3.666667000,154.000000001,154.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1665.583333348,Mbps*ISL-hop,10.815476190,5.783275463,baseline_shortest_path_fixed_t0,1672.000000015,5.805555556,140,118.970238096,55.000000001,550.000000005,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,5.783275463,Low,1400.000000000,118.970238096,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1147.666666677,229.533333335,48,55.000000001,550.000000005,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.443266000,0.507075000,0.633243000,0.814350000,2,0,0,12626,0.819924043,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=3.0,bg=48",run_core_isl_hotspot_specific_src754_dst785_load_3x_bg_flow_count_48_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,3.000000000,48,5.000000000,250.000000000,250.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2760.000000000,Mbps*ISL-hop,11.040000000,9.583333333,baseline_shortest_path_fixed_t0,2760.000000000,9.583333333,222,124.324324324,85.000000000,850.000000000,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Overloaded,false,true,9.583333333,Low,2220.000000000,124.324324324,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1660.000000000,332.000000000,48,85.000000000,850.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.534086000,0.548031000,0.705472000,0.900573000,18,3,0,30188,0.717060588,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.6,bg=56",run_core_isl_hotspot_specific_src754_dst785_load_2p6x_bg_flow_count_56_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.600000000,56,4.333333000,251.333333331,251.333333333,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,2833.999999978,Mbps*ISL-hop,11.275862069,9.840277778,baseline_shortest_path_fixed_t0,2833.999999978,9.840277778,226,125.398230088,90.999999999,909.999999993,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Overloaded,false,true,9.840277778,Low,2260.000000000,125.398230088,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1715.999999987,343.199999997,48,90.999999999,909.999999993,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.536597000,0.543509000,0.707974000,0.793406000,13,1,0,31890,0.697896898,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
"load=2.4,bg=40",run_core_isl_hotspot_specific_src754_dst785_load_2p4x_bg_flow_count_40_isl10mbps_gsl100mbps_lohi_mgmt_legacy_oneweb_isls_moving_udp_pdr,2.400000000,40,4.000000000,168.000000000,168.000000000,754,785,10.000000000,8.000000000,10.000000000,100.000000000,2880,28800.000000000,baseline_shortest_path_time_average_1s_over_traffic_window,1817.000000000,Mbps*ISL-hop,10.815476190,6.309027778,baseline_shortest_path_fixed_t0,1824.000000000,6.333333333,140,129.785714286,60.000000000,600.000000000,Low,Moderate,1.000000000,high,algorithm_queue_aware_over_isls,run_metadata=true;config_ns3=true;udp_burst_schedule=true;flow_selection_diagnostics=true;corridor_concentration_summary=true;isl_corridor_load_summary=true;comparison_packet_delivery=true,true,Official label uses global directed-ISL capacity and excludes PDR. Queue-aware label is auxiliary only. Active-capacity and peak-link values are supplemental hotspot diagnostics.,Sustained congestion,false,true,6.309027778,Low,1400.000000000,129.785714286,Hotspot-Overload,all_2880_directed_ISLs_at_10Mbps,per_setting_union_of_baseline_reference_directed_ISLs_over_0_8s,50,500.000000000,1252.000000000,250.400000000,48,60.000000000,600.000000000,1.000000000,baseline_shortest_path_time_average_1s_over_0_8s,0.468670000,0.519091000,0.645918000,0.835162000,3,1,0,14684,0.802015819,,outcome_only_not_scenario_definition,The per-setting active-reference denominator changes when additional flows touch additional reference ISLs; global and fixed-corridor metrics are retained as sensitivity checks.
